Date (ex: 2022-08-25),Plan Number (ex: UP20221101001470),Finish Good GMC (ex: VFQ2410),Model (ex: B121SC3),Color (ex: PE),Destination (ex: LZ)
11/15/2022,UP20221125001534,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001535,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001536,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001537,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001538,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001539,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001540,ZF71250,B2,PE,LZ
11/15/2022,UP20221125001554,ZH66290,B2E,PEC,EZ
11/15/2022,UP20221125001559,ZW44770,B1,PWH,LZ
11/15/2022,UP20221125001561,ZW44780,B2,PWH,LZ
11/16/2022,UP20221125001519,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001520,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001521,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001522,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001523,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001524,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001548,ZH66250,B3E,PE,EZ
11/16/2022,UP20221125001549,ZH66250,B3E,PE,EZ
11/16/2022,UP20221125001550,ZH66250,B3E,PE,EZ
11/16/2022,UP20221125001556,ZJ73760,B3,PW,LZ
11/16/2022,UP20221125001562,ZW44790,B3,PWH,LZ
11/16/2022,UP20221125001563,ZW44790,B3,PWH,LZ
11/15/2022,UP20221128001469,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001470,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001471,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001472,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001473,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001474,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001475,VFQ2640,B1SC3,PE,EP
11/15/2022,UP20221128001486,VFQ2690,B2ESC3,PE,EP
11/15/2022,UP20221128001487,VFQ2690,B2ESC3,PE,EP
11/15/2022,UP20221128001488,VFQ2690,B2ESC3,PE,EP
11/15/2022,UP20221128001489,VFQ2690,B2ESC3,PE,EP
11/15/2022,UP20221128001490,VFQ2690,B2ESC3,PE,EP
11/15/2022,UP20221128001491,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001476,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001477,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001478,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001492,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001493,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001503,VFQ2740,B3ESC3,PE,EP
11/16/2022,UP20221128001504,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221116001533,WT58060,P121G,PE,EZ
11/17/2022,UP20221117001471,VAR8170,P121GC,PE,LZ
11/17/2022,UP20221117001536,WT58060,P121G,PE,EZ
11/17/2022,UP20221117001509,VFQ3340,P121SH3,PE,EP
11/17/2022,UP20221118001474,VAR8170,P121GC,PE,LZ
11/17/2022,UP20221118001511,VFQ3340,P121SH3,PE,EP
11/17/2022,UP20221118001512,VFQ3340,P121SH3,PE,EP
11/16/2022,UP20221121001524,WH50350,JU109,PE,AZ
11/17/2022,UP20221121001473,VAR8170,P121GC,PE,LZ
11/17/2022,UP20221121001510,VFQ3340,P121SH3,PE,EP
11/17/2022,UP20221121001511,VFQ3340,P121SH3,PE,EP
11/16/2022,UP20221122001448,AAC7366,U1J,PE,AZ
11/16/2022,UP20221122001454,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001455,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001456,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001457,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001458,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001459,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001460,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001461,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001462,VAN1280,B121,PE,AZ
11/16/2022,UP20221122001508,WH50350,JU109,PE,AZ
11/16/2022,UP20221122001509,WH50350,JU109,PE,AZ
11/16/2022,UP20221122001510,WH50350,JU109,PE,AZ
11/16/2022,UP20221122001511,WH50350,JU109,PE,AZ
11/16/2022,UP20221122001512,WH50350,JU109,PE,AZ
11/16/2022,UP20221122001513,WH50350,JU109,PE,AZ
11/17/2022,UP20221122001449,AAC7366,U1J,PE,AZ
11/17/2022,UP20221122001463,VAN1280,B121,PE,AZ
11/17/2022,UP20221122001464,VAN1280,B121,PE,AZ
11/17/2022,UP20221122001465,VAN1280,B121,PE,AZ
11/16/2022,UP20221123001472,VFQ2590,U1JSC3,PE,AP2
11/16/2022,UP20221125001448,AAC7368,U1J,PE,LZ
11/16/2022,UP20221125001525,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001526,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001527,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001528,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001529,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001530,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001531,ZF42500,B3,PE,LZ
11/16/2022,UP20221125001541,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001542,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001543,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001544,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001545,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001546,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001547,ZF71250,B2,PE,LZ
11/16/2022,UP20221125001551,ZH66250,B3E,PE,EZ
11/16/2022,UP20221125001552,ZH66250,B3E,PE,EZ
11/16/2022,UP20221125001553,ZH66250,B3E,PE,EZ
11/16/2022,UP20221125001555,ZJ73750,B3,PM,LZ
11/16/2022,UP20221125001557,ZJ73760,B3,PW,LZ
11/16/2022,UP20221125001558,ZN12160,B3E,PEC,EZ
11/16/2022,UP20221125001560,ZW44770,B1,PWH,LZ
11/16/2022,UP20221125001564,ZW44790,B3,PWH,LZ
11/16/2022,UP20221125001565,ZW44790,B3,PWH,LZ
11/16/2022,UP20221125001566,ZW44790,B3,PWH,LZ
11/16/2022,UP20221128001479,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001480,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001481,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001482,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001483,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001484,VFQ2640,B1SC3,PE,EP
11/16/2022,UP20221128001494,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001495,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001496,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001497,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001498,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001499,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001500,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001447,AAC7368,U1J,PE,LZ
11/16/2022,UP20221128001449,AAE6337,B1,PE,EZ
11/16/2022,UP20221128001450,AAE6337,B1,PE,EZ
11/16/2022,UP20221128001507,VFV5530,U1J,PE,LZ
11/16/2022,UP20221128001531,ZF42500,B3,PE,LZ
11/16/2022,UP20221128001546,ZF71250,B2,PE,LZ
11/17/2022,UP20221128001522,WH50360,JU109,PE,LZ
11/17/2022,UP20221128001523,WH50360,JU109,PE,LZ
11/16/2022,UP20221128001501,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001502,VFQ2690,B2ESC3,PE,EP
11/16/2022,UP20221128001505,VFQ2740,B3ESC3,PE,EP
11/16/2022,UP20221128001506,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221128001485,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221128001524,WH50360,JU109,PE,LZ
11/17/2022,UP20221128001525,WH50360,JU109,PE,LZ
11/17/2022,UP20221128001526,WH50360,JU109,PE,LZ
11/17/2022,UP20221128001527,WH50360,JU109,PE,LZ
11/17/2022,UP20221128001528,WH50360,JU109,PE,LZ
11/17/2022,UP20221128001532,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001533,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001534,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001535,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001536,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001537,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001538,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001547,ZH66250,B3E,PE,EZ
11/17/2022,UP20221128001548,ZH66250,B3E,PE,EZ
11/17/2022,UP20221128001549,ZH66250,B3E,PE,EZ
11/17/2022,UP20221128001558,ZW44770,B1,PWH,LZ
11/17/2022,UP20221128001560,ZW44780,B2,PWH,LZ
11/17/2022,UP20221128001562,ZW44790,B3,PWH,LZ
11/17/2022,UP20221128001563,ZW44790,B3,PWH,LZ
11/17/2022,UP20221129001465,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221129001466,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221129001467,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221129001468,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221129001469,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221129001470,VFQ2640,B1SC3,PE,EP
11/17/2022,UP20221129001481,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001482,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221122001466,VAN1280,B121,PE,AZ
11/17/2022,UP20221122001467,VAN1280,B121,PE,AZ
11/17/2022,UP20221122001468,VAN1280,B121,PE,AZ
11/17/2022,UP20221122001514,WH50350,JU109,PE,AZ
11/17/2022,UP20221122001515,WH50350,JU109,PE,AZ
11/17/2022,UP20221122001516,WH50350,JU109,PE,AZ
11/17/2022,UP20221122001517,WH50350,JU109,PE,AZ
11/17/2022,UP20221122001518,WH50350,JU109,PE,AZ
11/18/2022,UP20221122001506,VFQ3340,P121SH3,PE,EP
11/18/2022,UP20221122001507,VFQ3340,P121SH3,PE,EP
11/18/2022,UP20221122001469,VAR8170,P121GC,PE,LZ
11/17/2022,UP20221123001469,VFQ2380,B113SC3,PE,JP
11/17/2022,UP20221123001471,VFQ2530,JU109SC3,PE,AP2
11/17/2022,UP20221123001448,AAC7366,U1J,PE,AZ
11/17/2022,UP20221123001454,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001455,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001456,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001457,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001458,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001459,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001460,VAN1280,B121,PE,AZ
11/17/2022,UP20221123001507,WH50350,JU109,PE,AZ
11/17/2022,UP20221123001508,WH50350,JU109,PE,AZ
11/17/2022,UP20221123001509,WH50350,JU109,PE,AZ
11/17/2022,UP20221123001510,WH50350,JU109,PE,AZ
11/17/2022,UP20221123001511,WH50350,JU109,PE,AZ
11/17/2022,UP20221123001512,WH50350,JU109,PE,AZ
11/17/2022,UP20221123001523,WH50370,JU109,PM,AZ
11/18/2022,UP20221123001468,VAR8170,P121GC,PE,LZ
11/18/2022,UP20221123001524,WH50390,JU109,PW,AZ
11/18/2022,UP20221123001505,VFQ3340,P121SH3,PE,EP
11/18/2022,UP20221123001506,VFQ3340,P121SH3,PE,EP
11/18/2022,UP20221123001449,AAC7366,U1J,PE,AZ
11/17/2022,UP20221124001468,VFQ2590,U1JSC3,PE,AP2
11/18/2022,UP20221124001465,VAR8170,P121GC,PE,LZ
11/18/2022,UP20221124001502,VFQ3340,P121SH3,PE,EP
11/18/2022,UP20221124001503,VFQ3340,P121SH3,PE,EP
11/18/2022,UP20221124001466,VFQ2530,JU109SC3,PE,AP2
11/18/2022,UP20221125001498,VFQ3340,P121SH3,PE,EP
11/17/2022,UP20221128001448,AAC7368,U1J,PE,LZ
11/17/2022,UP20221128001539,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001540,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001541,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001542,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001543,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001544,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001545,ZF42500,B3,PE,LZ
11/17/2022,UP20221128001550,ZH66250,B3E,PE,EZ
11/17/2022,UP20221128001551,ZH66250,B3E,PE,EZ
11/17/2022,UP20221128001552,ZH66250,B3E,PE,EZ
11/17/2022,UP20221128001553,ZJ73730,B2,PW,LZ
11/17/2022,UP20221128001554,ZJ73750,B3,PM,LZ
11/17/2022,UP20221128001555,ZJ73760,B3,PW,LZ
11/17/2022,UP20221128001556,ZN12160,B3E,PEC,EZ
11/17/2022,UP20221128001557,ZQ21310,B3,PEC,LZ
11/17/2022,UP20221128001561,ZW44780,B2,PWH,LZ
11/17/2022,UP20221128001564,ZW44790,B3,PWH,LZ
11/17/2022,UP20221128001565,ZW44790,B3,PWH,LZ
11/17/2022,UP20221128001566,ZW44790,B3,PWH,LZ
11/18/2022,UP20221128001451,AAE6337,B1,PE,EZ
11/18/2022,UP20221128001559,ZW44770,B1,PWH,LZ
11/17/2022,UP20221129001483,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001484,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001485,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001486,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001487,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001488,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001489,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001490,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001498,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221129001499,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221129001500,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221129001501,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221129001502,VFQ2740,B3ESC3,PE,EP
11/17/2022,UP20221129001491,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001492,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001493,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001494,VFQ2690,B2ESC3,PE,EP
11/17/2022,UP20221129001495,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221129001447,AAC7368,U1J,PE,LZ
11/18/2022,UP20221129001504,VFV5530,U1J,PE,LZ
11/18/2022,UP20221129001520,WH50360,JU109,PE,LZ
11/18/2022,UP20221129001521,WH50360,JU109,PE,LZ
11/18/2022,UP20221129001522,WH50360,JU109,PE,LZ
11/18/2022,UP20221129001523,WH50360,JU109,PE,LZ
11/18/2022,UP20221129001471,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001532,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001533,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001534,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001535,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001536,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001537,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001538,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001539,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001540,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001541,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001542,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001543,ZF42500,B3,PE,LZ
11/18/2022,UP20221129001547,ZH66250,B3E,PE,EZ
11/18/2022,UP20221129001548,ZH66250,B3E,PE,EZ
11/18/2022,UP20221129001549,ZH66250,B3E,PE,EZ
11/18/2022,UP20221129001552,ZJ73730,B2,PW,LZ
11/18/2022,UP20221129001553,ZJ73750,B3,PM,LZ
11/18/2022,UP20221129001556,ZQ21300,B2,PEC,LZ
11/18/2022,UP20221129001558,ZW44770,B1,PWH,LZ
11/18/2022,UP20221129001560,ZW44780,B2,PWH,LZ
11/18/2022,UP20221129001561,ZW44790,B3,PWH,LZ
11/18/2022,UP20221129001562,ZW44790,B3,PWH,LZ
11/17/2022,UP20221201000429,VFQ2910,P22DSC3,DO,LP
11/17/2022,UP20221201000430,VFQ2920,P22DSC3,SE,LP
11/18/2022,UP20221123001461,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001462,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001463,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001464,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001465,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001466,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001467,VAN1280,B121,PE,AZ
11/18/2022,UP20221123001513,WH50350,JU109,PE,AZ
11/18/2022,UP20221123001514,WH50350,JU109,PE,AZ
11/18/2022,UP20221123001515,WH50350,JU109,PE,AZ
11/18/2022,UP20221123001516,WH50350,JU109,PE,AZ
11/18/2022,UP20221124001445,AAC7366,U1J,PE,AZ
11/18/2022,UP20221124001452,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001453,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001454,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001455,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001456,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001457,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001458,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001459,VAN1280,B121,PE,AZ
11/18/2022,UP20221124001460,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001461,VAR8170,P121GC,PE,LZ
11/21/2022,UP20221128001467,VAR8170,P121GC,PE,LZ
11/21/2022,UP20221128001530,WT58060,P121G,PE,EZ
11/21/2022,UP20221128001468,VAR8170,P121GC,PE,LZ
11/18/2022,UP20221129001472,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001473,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001474,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001475,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001476,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001477,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001478,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001479,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001480,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221129001496,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221129001497,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221129001448,AAC7368,U1J,PE,LZ
11/21/2022,UP20221129001463,VAR8170,P121GC,PE,LZ
11/18/2022,UP20221201000400,VCM7890,P22D,SE,LZ
11/18/2022,UP20221201000446,WN67620,M3,SM,LZ
11/18/2022,UP20221201000447,WT58130,P116G,PWH,EZ
11/18/2022,UP20221124001467,VFQ2530,JU109SC3,PE,AP2
11/18/2022,UP20221124001469,VFQ2590,U1JSC3,PE,AP2
11/21/2022,UP20221124001504,WH50350,JU109,PE,AZ
11/21/2022,UP20221124001505,WH50350,JU109,PE,AZ
11/21/2022,UP20221124001506,WH50350,JU109,PE,AZ
11/21/2022,UP20221124001507,WH50350,JU109,PE,AZ
11/21/2022,UP20221124001508,WH50350,JU109,PE,AZ
11/21/2022,UP20221124001519,WH50370,JU109,PM,AZ
11/21/2022,UP20221124001520,WH50390,JU109,PW,AZ
11/21/2022,UP20221124001446,AAC7366,U1J,PE,AZ
11/21/2022,UP20221124001461,VAN1280,B121,PE,AZ
11/21/2022,UP20221124001462,VAN1280,B121,PE,AZ
11/21/2022,UP20221124001463,VAN1280,B121,PE,AZ
11/21/2022,UP20221124001464,VAN1280,B121,PE,AZ
11/22/2022,UP20221124001509,WH50350,JU109,PE,AZ
11/22/2022,UP20221124001510,WH50350,JU109,PE,AZ
11/22/2022,UP20221124001511,WH50350,JU109,PE,AZ
11/22/2022,UP20221124001512,WH50350,JU109,PE,AZ
11/22/2022,UP20221124001513,WH50350,JU109,PE,AZ
11/22/2022,UP20221124001521,WH50410,JX113T,PE,AZ
11/18/2022,UP20221125001464,VFQ2590,U1JSC3,PE,AP2
11/21/2022,UP20221125001499,VFQ3340,P121SH3,PE,EP
11/21/2022,UP20221125001462,VFQ2530,JU109SC3,PE,AP2
11/21/2022,UP20221125001465,VFQ2590,U1JSC3,PE,AP2
11/21/2022,UP20221125001445,AAC7366,U1J,PE,AZ
11/21/2022,UP20221125001452,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001453,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001454,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001455,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001456,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001457,VAN1280,B121,PE,AZ
11/21/2022,UP20221125001516,WY44110,U1J,PWHC,AZ
11/22/2022,UP20221125001500,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001501,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001502,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001503,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001504,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001505,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001506,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001507,WH50350,JU109,PE,AZ
11/22/2022,UP20221125001515,WH50410,JX113T,PE,AZ
11/22/2022,UP20221125001463,VFQ2530,JU109SC3,PE,AP2
11/22/2022,UP20221125001446,AAC7366,U1J,PE,AZ
11/22/2022,UP20221125001458,VAN1280,B121,PE,AZ
11/22/2022,UP20221125001459,VAN1280,B121,PE,AZ
11/22/2022,UP20221125001460,VAN1280,B121,PE,AZ
11/23/2022,UP20221125001508,WH50350,JU109,PE,AZ
11/23/2022,UP20221125001509,WH50350,JU109,PE,AZ
11/23/2022,UP20221125001510,WH50350,JU109,PE,AZ
11/23/2022,UP20221125001511,WH50350,JU109,PE,AZ
11/23/2022,UP20221125001512,WH50350,JU109,PE,AZ
11/23/2022,UP20221125001513,WH50350,JU109,PE,AZ
11/23/2022,UP20221125001514,WH50350,JU109,PE,AZ
11/22/2022,UP20221128001445,AAC7366,U1J,PE,AZ
11/22/2022,UP20221128001452,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001453,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001454,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001455,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001456,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001457,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001458,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001459,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001460,VAN1280,B121,PE,AZ
11/22/2022,UP20221128001461,VAN1280,B121,PE,AZ
11/23/2022,UP20221128001508,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001509,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001510,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001511,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001512,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001513,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001514,WH50350,JU109,PE,AZ
11/23/2022,UP20221128001529,WH50410,JX113T,PE,AZ
11/23/2022,UP20221128001446,AAC7366,U1J,PE,AZ
11/23/2022,UP20221128001462,VAN1280,B121,PE,AZ
11/23/2022,UP20221128001463,VAN1280,B121,PE,AZ
11/23/2022,UP20221128001464,VAN1280,B121,PE,AZ
11/23/2022,UP20221128001465,VAN1280,B121,PE,AZ
11/23/2022,UP20221128001466,VAN1280,B121,PE,AZ
11/24/2022,UP20221128001515,WH50350,JU109,PE,AZ
11/24/2022,UP20221128001516,WH50350,JU109,PE,AZ
11/24/2022,UP20221128001517,WH50350,JU109,PE,AZ
11/24/2022,UP20221128001518,WH50350,JU109,PE,AZ
11/24/2022,UP20221128001519,WH50350,JU109,PE,AZ
11/24/2022,UP20221128001520,WH50350,JU109,PE,AZ
11/24/2022,UP20221128001521,WH50350,JU109,PE,AZ
11/21/2022,UP20221129001530,WT58060,P121G,PE,EZ
11/21/2022,UP20221129001449,AAC7368,U1J,PE,LZ
11/21/2022,UP20221129001450,AAE6337,B1,PE,EZ
11/21/2022,UP20221129001464,VAR8170,P121GC,PE,LZ
11/21/2022,UP20221129001524,WH50360,JU109,PE,LZ
11/21/2022,UP20221129001525,WH50360,JU109,PE,LZ
11/21/2022,UP20221129001526,WH50360,JU109,PE,LZ
11/21/2022,UP20221129001527,WH50360,JU109,PE,LZ
11/21/2022,UP20221129001529,WN49700,JU109,PWH,LZ
11/21/2022,UP20221129001531,WV62290,B1,PEC,EZ
11/21/2022,UP20221129001544,ZF42500,B3,PE,LZ
11/21/2022,UP20221129001545,ZF42500,B3,PE,LZ
11/21/2022,UP20221129001546,ZF42500,B3,PE,LZ
11/21/2022,UP20221129001550,ZH66250,B3E,PE,EZ
11/21/2022,UP20221129001551,ZH66250,B3E,PE,EZ
11/21/2022,UP20221129001554,ZJ73760,B3,PW,LZ
11/21/2022,UP20221129001555,ZN12160,B3E,PEC,EZ
11/21/2022,UP20221129001557,ZQ21310,B3,PEC,LZ
11/21/2022,UP20221129001559,ZW44770,B1,PWH,LZ
11/21/2022,UP20221129001563,ZW44790,B3,PWH,LZ
11/21/2022,UP20221129001564,ZW44790,B3,PWH,LZ
11/21/2022,UP20221129001565,ZW44790,B3,PWH,LZ
11/23/2022,UP20221129001445,AAC7366,U1J,PE,AZ
11/23/2022,UP20221129001451,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001452,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001453,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001454,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001455,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001456,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001457,VAN1280,B121,PE,AZ
11/23/2022,UP20221129001458,VAN1280,B121,PE,AZ
11/24/2022,UP20221129001503,VFV5520,U1J,PE,AZ
11/24/2022,UP20221129001505,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001506,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001507,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001508,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001509,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001510,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001511,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001512,WH50350,JU109,PE,AZ
11/24/2022,UP20221129001528,WH50410,JX113T,PE,AZ
11/24/2022,UP20221129001446,AAC7366,U1J,PE,AZ
11/24/2022,UP20221129001459,VAN1280,B121,PE,AZ
11/24/2022,UP20221129001460,VAN1280,B121,PE,AZ
11/24/2022,UP20221129001461,VAN1280,B121,PE,AZ
